timestamp,container_name,cpu_percent,mem_usage_mb,gpu_percent,gpu_mem_percent
2025-10-11T11:11:50Z,analylit-worker-import-1,35.25%,21.61MiB / 4GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit_monitor,0.70%,9.145MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-rq-dashboard-1,0.01%,27.35MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit_redis,4.72%,6.316MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit_db,0.00%,28.43MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-analysis-2,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-screening-2,0.04%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-extraction-3,0.11%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-synthesis-2,1.55%,22.04MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit_ollama,88.57%,97.57MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-analysis-1,22.86%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-screening-1,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-synthesis-1,0.04%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-extraction-6,0.04%,22.02MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-analysis-3,0.05%,22.01MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-extraction-5,4.20%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-analysis-5,0.03%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-extraction-2,0.05%,22.03MiB / 13.65GiB,N/A,N/A
2025-10-11T11:11:50Z,analylit-worker-analysis-4,0.04%,22.02MiB / 13.65GiB,N/A,N/A
